image,label
data_given\Dog\7811.jpg,1
data_given\Cat\11804.jpg,0
data_given\Cat\10793.jpg,0
data_given\Dog\5139.jpg,1
data_given\Dog\2179.jpg,1
data_given\Cat\10299.jpg,0
data_given\Dog\2794.jpg,1
data_given\Dog\10272.jpg,1
data_given\Dog\803.jpg,1
data_given\Cat\2513.jpg,0
data_given\Cat\2782.jpg,0
data_given\Cat\10108.jpg,0
data_given\Dog\3455.jpg,1
data_given\Cat\10140.jpg,0
data_given\Cat\4473.jpg,0
data_given\Cat\5892.jpg,0
data_given\Cat\1907.jpg,0
data_given\Cat\8651.jpg,0
data_given\Dog\6819.jpg,1
data_given\Cat\1121.jpg,0
data_given\Cat\6817.jpg,0
data_given\Cat\9858.jpg,0
data_given\Dog\5749.jpg,1
data_given\Dog\5861.jpg,1
data_given\Cat\9056.jpg,0
data_given\Dog\371.jpg,1
data_given\Dog\822.jpg,1
data_given\Cat\5995.jpg,0
data_given\Dog\1730.jpg,1
data_given\Dog\1007.jpg,1
data_given\Cat\8126.jpg,0
data_given\Dog\1468.jpg,1
data_given\Dog\12264.jpg,1
data_given\Dog\6852.jpg,1
data_given\Dog\541.jpg,1
data_given\Dog\9626.jpg,1
data_given\Dog\5346.jpg,1
data_given\Cat\11034.jpg,0
data_given\Dog\7622.jpg,1
data_given\Cat\8816.jpg,0
data_given\Cat\6692.jpg,0
data_given\Cat\11331.jpg,0
data_given\Cat\10034.jpg,0
data_given\Cat\10169.jpg,0
data_given\Dog\5633.jpg,1
data_given\Cat\660.jpg,0
data_given\Cat\11181.jpg,0
data_given\Dog\8888.jpg,1
data_given\Cat\1380.jpg,0
data_given\Dog\8080.jpg,1
data_given\Dog\8193.jpg,1
data_given\Dog\2074.jpg,1
data_given\Dog\10586.jpg,1
data_given\Cat\9394.jpg,0
data_given\Dog\12196.jpg,1
data_given\Dog\11010.jpg,1
data_given\Cat\6225.jpg,0
data_given\Cat\11142.jpg,0
data_given\Cat\4708.jpg,0
data_given\Dog\2843.jpg,1
data_given\Dog\9292.jpg,1
data_given\Dog\12022.jpg,1
data_given\Dog\2425.jpg,1
data_given\Dog\7110.jpg,1
data_given\Cat\4997.jpg,0
data_given\Dog\6648.jpg,1
data_given\Cat\6441.jpg,0
data_given\Dog\9649.jpg,1
data_given\Dog\5679.jpg,1
data_given\Cat\3325.jpg,0
data_given\Dog\603.jpg,1
data_given\Cat\9331.jpg,0
data_given\Cat\1500.jpg,0
data_given\Dog\2833.jpg,1
data_given\Dog\1396.jpg,1
data_given\Cat\3621.jpg,0
data_given\Cat\6671.jpg,0
data_given\Cat\2863.jpg,0
data_given\Dog\8844.jpg,1
data_given\Cat\4040.jpg,0
data_given\Dog\8833.jpg,1
data_given\Cat\10533.jpg,0
data_given\Cat\5543.jpg,0
data_given\Dog\6273.jpg,1
data_given\Cat\9676.jpg,0
data_given\Cat\11903.jpg,0
data_given\Dog\263.jpg,1
data_given\Cat\3122.jpg,0
data_given\Cat\9679.jpg,0
data_given\Cat\5509.jpg,0
data_given\Dog\6851.jpg,1
data_given\Dog\532.jpg,1
data_given\Cat\10141.jpg,0
data_given\Dog\9966.jpg,1
data_given\Cat\11105.jpg,0
data_given\Dog\301.jpg,1
data_given\Cat\5366.jpg,0
data_given\Dog\5659.jpg,1
data_given\Dog\11733.jpg,1
data_given\Dog\6004.jpg,1
data_given\Cat\11474.jpg,0
data_given\Cat\9348.jpg,0
data_given\Cat\5244.jpg,0
data_given\Cat\7467.jpg,0
data_given\Dog\7727.jpg,1
data_given\Cat\1507.jpg,0
data_given\Cat\10582.jpg,0
data_given\Dog\4526.jpg,1
data_given\Cat\7588.jpg,0
data_given\Dog\9007.jpg,1
data_given\Cat\9530.jpg,0
data_given\Cat\6296.jpg,0
data_given\Dog\10235.jpg,1
data_given\Dog\5157.jpg,1
data_given\Dog\827.jpg,1
data_given\Cat\5365.jpg,0
data_given\Cat\11193.jpg,0
data_given\Dog\289.jpg,1
data_given\Cat\513.jpg,0
data_given\Cat\8177.jpg,0
data_given\Dog\3207.jpg,1
data_given\Dog\1673.jpg,1
data_given\Dog\1164.jpg,1
data_given\Dog\4060.jpg,1
data_given\Cat\4210.jpg,0
data_given\Dog\7306.jpg,1
data_given\Dog\3365.jpg,1
data_given\Dog\12208.jpg,1
data_given\Dog\12198.jpg,1
data_given\Cat\2926.jpg,0
data_given\Cat\10198.jpg,0
data_given\Cat\2172.jpg,0
data_given\Cat\488.jpg,0
data_given\Cat\6799.jpg,0
data_given\Cat\4663.jpg,0
data_given\Dog\11288.jpg,1
data_given\Dog\9750.jpg,1
data_given\Dog\3103.jpg,1
data_given\Cat\308.jpg,0
data_given\Cat\6588.jpg,0
data_given\Dog\10613.jpg,1
data_given\Cat\10594.jpg,0
data_given\Dog\1738.jpg,1
data_given\Cat\329.jpg,0
data_given\Dog\4201.jpg,1
data_given\Dog\7988.jpg,1
data_given\Dog\4639.jpg,1
data_given\Cat\5032.jpg,0
data_given\Cat\9667.jpg,0
data_given\Cat\3742.jpg,0
data_given\Dog\12358.jpg,1
data_given\Dog\5210.jpg,1
data_given\Cat\7430.jpg,0
data_given\Cat\2573.jpg,0
data_given\Cat\7997.jpg,0
data_given\Dog\1653.jpg,1
data_given\Dog\12162.jpg,1
data_given\Cat\241.jpg,0
data_given\Dog\10504.jpg,1
data_given\Dog\6581.jpg,1
data_given\Dog\12457.jpg,1
data_given\Cat\4370.jpg,0
data_given\Dog\7483.jpg,1
data_given\Cat\5442.jpg,0
data_given\Cat\785.jpg,0
data_given\Dog\7401.jpg,1
data_given\Dog\9645.jpg,1
data_given\Cat\5548.jpg,0
data_given\Dog\8649.jpg,1
data_given\Cat\4727.jpg,0
data_given\Dog\817.jpg,1
data_given\Cat\4433.jpg,0
data_given\Cat\10689.jpg,0
data_given\Cat\12388.jpg,0
data_given\Dog\2341.jpg,1
data_given\Dog\11447.jpg,1
data_given\Dog\8690.jpg,1
data_given\Dog\93.jpg,1
data_given\Cat\4834.jpg,0
data_given\Dog\5316.jpg,1
data_given\Dog\9154.jpg,1
data_given\Cat\10545.jpg,0
data_given\Cat\8672.jpg,0
data_given\Cat\9232.jpg,0
data_given\Cat\1922.jpg,0
data_given\Dog\12384.jpg,1
data_given\Dog\314.jpg,1
data_given\Dog\6635.jpg,1
data_given\Dog\8021.jpg,1
data_given\Cat\9389.jpg,0
data_given\Dog\763.jpg,1
data_given\Cat\3445.jpg,0
data_given\Cat\4701.jpg,0
data_given\Cat\9839.jpg,0
data_given\Cat\1371.jpg,0
data_given\Dog\3150.jpg,1
data_given\Dog\7553.jpg,1
data_given\Cat\1630.jpg,0
data_given\Cat\5055.jpg,0
data_given\Dog\1009.jpg,1
data_given\Cat\2272.jpg,0
data_given\Cat\7161.jpg,0
data_given\Cat\5268.jpg,0
data_given\Cat\11493.jpg,0
data_given\Cat\3057.jpg,0
data_given\Cat\5143.jpg,0
data_given\Dog\7198.jpg,1
data_given\Dog\2956.jpg,1
data_given\Dog\1447.jpg,1
data_given\Dog\5849.jpg,1
data_given\Dog\9317.jpg,1
data_given\Cat\6096.jpg,0
data_given\Cat\2714.jpg,0
data_given\Cat\7487.jpg,0
data_given\Dog\3893.jpg,1
data_given\Cat\10922.jpg,0
data_given\Cat\9717.jpg,0
data_given\Dog\11067.jpg,1
data_given\Dog\1879.jpg,1
data_given\Cat\11614.jpg,0
data_given\Dog\6114.jpg,1
data_given\Dog\8287.jpg,1
data_given\Cat\5251.jpg,0
data_given\Cat\4932.jpg,0
data_given\Dog\7037.jpg,1
data_given\Cat\4621.jpg,0
data_given\Dog\7963.jpg,1
data_given\Cat\11138.jpg,0
data_given\Dog\9136.jpg,1
data_given\Dog\11645.jpg,1
data_given\Cat\408.jpg,0
data_given\Dog\2964.jpg,1
data_given\Cat\3241.jpg,0
data_given\Cat\4783.jpg,0
data_given\Cat\5179.jpg,0
data_given\Dog\3543.jpg,1
data_given\Dog\1115.jpg,1
data_given\Cat\4895.jpg,0
data_given\Cat\982.jpg,0
data_given\Cat\4528.jpg,0
data_given\Dog\1423.jpg,1
data_given\Dog\1759.jpg,1
data_given\Cat\11293.jpg,0
data_given\Cat\1894.jpg,0
data_given\Cat\854.jpg,0
data_given\Cat\1257.jpg,0
data_given\Cat\10583.jpg,0
data_given\Dog\1736.jpg,1
data_given\Dog\2121.jpg,1
data_given\Dog\9118.jpg,1
data_given\Cat\11184.jpg,0
data_given\Cat\3116.jpg,0
data_given\Cat\8564.jpg,0
data_given\Cat\8315.jpg,0
data_given\Cat\1552.jpg,0
data_given\Dog\334.jpg,1
data_given\Dog\475.jpg,1
data_given\Dog\9505.jpg,1
data_given\Cat\7689.jpg,0
data_given\Dog\12443.jpg,1
data_given\Cat\1664.jpg,0
data_given\Dog\9300.jpg,1
data_given\Cat\687.jpg,0
data_given\Cat\1780.jpg,0
data_given\Dog\7359.jpg,1
data_given\Cat\6176.jpg,0
data_given\Cat\1484.jpg,0
data_given\Cat\9511.jpg,0
data_given\Dog\8097.jpg,1
data_given\Dog\5486.jpg,1
data_given\Dog\1197.jpg,1
data_given\Dog\441.jpg,1
data_given\Cat\4145.jpg,0
data_given\Cat\1198.jpg,0
data_given\Dog\12213.jpg,1
data_given\Dog\9450.jpg,1
data_given\Dog\5191.jpg,1
data_given\Dog\4154.jpg,1
data_given\Dog\6118.jpg,1
data_given\Cat\4579.jpg,0
data_given\Dog\11322.jpg,1
data_given\Cat\4791.jpg,0
data_given\Cat\6662.jpg,0
data_given\Cat\11481.jpg,0
data_given\Cat\2984.jpg,0
data_given\Cat\12223.jpg,0
data_given\Dog\5961.jpg,1
data_given\Cat\8591.jpg,0
data_given\Cat\6047.jpg,0
data_given\Cat\10337.jpg,0
data_given\Cat\3081.jpg,0
data_given\Dog\2814.jpg,1
data_given\Cat\10797.jpg,0
data_given\Dog\5325.jpg,1
data_given\Cat\3037.jpg,0
data_given\Cat\533.jpg,0
data_given\Cat\9018.jpg,0
data_given\Dog\5153.jpg,1
data_given\Dog\5814.jpg,1
data_given\Cat\1413.jpg,0
data_given\Cat\9290.jpg,0
data_given\Cat\2054.jpg,0
data_given\Dog\9923.jpg,1
data_given\Cat\11094.jpg,0
data_given\Cat\8583.jpg,0
data_given\Dog\2919.jpg,1
data_given\Dog\8510.jpg,1
data_given\Cat\2529.jpg,0
data_given\Dog\9681.jpg,1
data_given\Dog\4257.jpg,1
data_given\Cat\745.jpg,0
data_given\Dog\2032.jpg,1
data_given\Dog\9846.jpg,1
data_given\Dog\5084.jpg,1
data_given\Cat\5665.jpg,0
data_given\Dog\3988.jpg,1
data_given\Cat\3908.jpg,0
data_given\Dog\2628.jpg,1
data_given\Dog\4420.jpg,1
data_given\Cat\3475.jpg,0
data_given\Dog\5504.jpg,1
data_given\Dog\12412.jpg,1
data_given\Dog\11200.jpg,1
data_given\Cat\10566.jpg,0
data_given\Dog\12424.jpg,1
data_given\Cat\1628.jpg,0
data_given\Dog\4521.jpg,1
data_given\Cat\10847.jpg,0
data_given\Dog\8201.jpg,1
data_given\Cat\8045.jpg,0
data_given\Dog\11762.jpg,1
data_given\Cat\7706.jpg,0
data_given\Cat\12420.jpg,0
data_given\Cat\10680.jpg,0
data_given\Dog\249.jpg,1
data_given\Dog\6394.jpg,1
data_given\Cat\5282.jpg,0
data_given\Cat\2041.jpg,0
data_given\Cat\3918.jpg,0
data_given\Dog\3540.jpg,1
data_given\Cat\7331.jpg,0
data_given\Dog\5234.jpg,1
data_given\Cat\9308.jpg,0
data_given\Dog\6682.jpg,1
data_given\Dog\12292.jpg,1
data_given\Dog\2379.jpg,1
data_given\Dog\7032.jpg,1
data_given\Cat\12172.jpg,0
data_given\Dog\11636.jpg,1
data_given\Dog\11134.jpg,1
data_given\Dog\5187.jpg,1
data_given\Dog\2990.jpg,1
data_given\Dog\10752.jpg,1
data_given\Cat\4296.jpg,0
data_given\Cat\1918.jpg,0
data_given\Cat\7963.jpg,0
data_given\Dog\4184.jpg,1
data_given\Cat\7954.jpg,0
data_given\Dog\7061.jpg,1
data_given\Cat\7844.jpg,0
data_given\Cat\11610.jpg,0
data_given\Cat\2384.jpg,0
data_given\Dog\8321.jpg,1
data_given\Dog\5555.jpg,1
data_given\Dog\989.jpg,1
data_given\Cat\1385.jpg,0
data_given\Dog\3386.jpg,1
data_given\Cat\10658.jpg,0
data_given\Dog\5877.jpg,1
data_given\Dog\495.jpg,1
data_given\Dog\2850.jpg,1
data_given\Cat\2037.jpg,0
data_given\Cat\1711.jpg,0
data_given\Cat\2069.jpg,0
data_given\Dog\4966.jpg,1
data_given\Dog\11634.jpg,1
data_given\Cat\2720.jpg,0
data_given\Cat\29.jpg,0
data_given\Cat\3370.jpg,0
data_given\Dog\2060.jpg,1
data_given\Dog\11615.jpg,1
data_given\Dog\6288.jpg,1
data_given\Cat\5278.jpg,0
data_given\Cat\1155.jpg,0
data_given\Dog\5462.jpg,1
data_given\Cat\9938.jpg,0
data_given\Cat\1258.jpg,0
data_given\Cat\2962.jpg,0
data_given\Cat\2819.jpg,0
data_given\Dog\7568.jpg,1
data_given\Dog\5088.jpg,1
data_given\Cat\11517.jpg,0
data_given\Dog\784.jpg,1
data_given\Dog\10379.jpg,1
data_given\Cat\4093.jpg,0
data_given\Dog\6884.jpg,1
data_given\Cat\5105.jpg,0
data_given\Cat\6923.jpg,0
data_given\Dog\11818.jpg,1
data_given\Cat\2673.jpg,0
data_given\Cat\11032.jpg,0
data_given\Dog\4636.jpg,1
data_given\Cat\1920.jpg,0
data_given\Dog\9849.jpg,1
data_given\Dog\11563.jpg,1
data_given\Dog\456.jpg,1
data_given\Cat\6581.jpg,0
data_given\Dog\4736.jpg,1
data_given\Cat\6535.jpg,0
data_given\Cat\10458.jpg,0
data_given\Cat\4673.jpg,0
data_given\Dog\8542.jpg,1
data_given\Cat\4501.jpg,0
data_given\Cat\4273.jpg,0
data_given\Cat\7219.jpg,0
data_given\Cat\10796.jpg,0
data_given\Cat\11055.jpg,0
data_given\Cat\7711.jpg,0
data_given\Dog\3405.jpg,1
data_given\Cat\7665.jpg,0
data_given\Cat\5155.jpg,0
data_given\Dog\6523.jpg,1
data_given\Cat\10126.jpg,0
data_given\Cat\3008.jpg,0
data_given\Cat\995.jpg,0
data_given\Dog\3217.jpg,1
data_given\Cat\8496.jpg,0
data_given\Cat\10675.jpg,0
data_given\Cat\1034.jpg,0
data_given\Dog\2693.jpg,1
data_given\Cat\10631.jpg,0
data_given\Cat\3203.jpg,0
data_given\Dog\9672.jpg,1
data_given\Cat\9064.jpg,0
data_given\Dog\9852.jpg,1
data_given\Dog\8688.jpg,1
data_given\Cat\3538.jpg,0
data_given\Dog\9433.jpg,1
data_given\Dog\4652.jpg,1
data_given\Cat\1458.jpg,0
data_given\Cat\1959.jpg,0
data_given\Cat\12356.jpg,0
data_given\Dog\Thumbs.db,1
data_given\Dog\9219.jpg,1
data_given\Cat\5933.jpg,0
data_given\Dog\5090.jpg,1
data_given\Cat\5425.jpg,0
data_given\Cat\3732.jpg,0
data_given\Dog\3497.jpg,1
data_given\Cat\2222.jpg,0
data_given\Dog\3828.jpg,1
data_given\Cat\3398.jpg,0
data_given\Dog\1128.jpg,1
data_given\Dog\7808.jpg,1
data_given\Dog\777.jpg,1
data_given\Cat\4155.jpg,0
data_given\Cat\2255.jpg,0
data_given\Cat\4853.jpg,0
data_given\Dog\9172.jpg,1
data_given\Dog\309.jpg,1
data_given\Cat\2965.jpg,0
data_given\Cat\4918.jpg,0
data_given\Dog\7964.jpg,1
data_given\Dog\10419.jpg,1
data_given\Cat\9210.jpg,0
data_given\Dog\10518.jpg,1
data_given\Dog\1411.jpg,1
data_given\Dog\3413.jpg,1
data_given\Dog\8198.jpg,1
data_given\Dog\5182.jpg,1
data_given\Dog\11905.jpg,1
data_given\Dog\4811.jpg,1
data_given\Cat\12425.jpg,0
data_given\Dog\4967.jpg,1
data_given\Cat\2980.jpg,0
data_given\Dog\5310.jpg,1
data_given\Cat\871.jpg,0
data_given\Dog\9686.jpg,1
data_given\Dog\3682.jpg,1
data_given\Cat\3519.jpg,0
data_given\Cat\11160.jpg,0
data_given\Dog\11018.jpg,1
data_given\Cat\1884.jpg,0
data_given\Dog\9427.jpg,1
data_given\Dog\4731.jpg,1
data_given\Cat\7269.jpg,0
data_given\Cat\1029.jpg,0
data_given\Dog\1232.jpg,1
data_given\Dog\3726.jpg,1
data_given\Dog\5465.jpg,1
data_given\Dog\9731.jpg,1
data_given\Dog\11621.jpg,1
data_given\Cat\253.jpg,0
data_given\Dog\8373.jpg,1
data_given\Dog\12484.jpg,1
data_given\Dog\202.jpg,1
data_given\Dog\8133.jpg,1
data_given\Dog\12082.jpg,1
data_given\Dog\7847.jpg,1
data_given\Dog\4381.jpg,1
data_given\Dog\5437.jpg,1
data_given\Cat\4628.jpg,0
data_given\Dog\5290.jpg,1
data_given\Dog\1209.jpg,1
data_given\Cat\6268.jpg,0
data_given\Dog\9048.jpg,1
data_given\Dog\8911.jpg,1
data_given\Dog\12090.jpg,1
data_given\Dog\8246.jpg,1
data_given\Cat\9328.jpg,0
data_given\Dog\10535.jpg,1
data_given\Dog\10676.jpg,1
data_given\Cat\8051.jpg,0
data_given\Dog\12482.jpg,1
data_given\Cat\5264.jpg,0
data_given\Dog\1760.jpg,1
data_given\Dog\3550.jpg,1
data_given\Cat\10267.jpg,0
data_given\Cat\7896.jpg,0
data_given\Cat\5980.jpg,0
data_given\Dog\6667.jpg,1
data_given\Cat\7928.jpg,0
data_given\Dog\12041.jpg,1
data_given\Cat\7294.jpg,0
data_given\Dog\3218.jpg,1
data_given\Dog\8412.jpg,1
data_given\Dog\5809.jpg,1
data_given\Dog\2300.jpg,1
data_given\Dog\5233.jpg,1
data_given\Dog\10548.jpg,1
data_given\Cat\3196.jpg,0
data_given\Cat\6717.jpg,0
data_given\Cat\195.jpg,0
data_given\Cat\8948.jpg,0
data_given\Cat\12410.jpg,0
data_given\Cat\4612.jpg,0
data_given\Cat\962.jpg,0
data_given\Cat\4515.jpg,0
data_given\Cat\2797.jpg,0
data_given\Cat\9625.jpg,0
data_given\Cat\8302.jpg,0
data_given\Dog\5748.jpg,1
data_given\Cat\12030.jpg,0
data_given\Dog\8181.jpg,1
data_given\Dog\3051.jpg,1
data_given\Dog\2805.jpg,1
data_given\Dog\407.jpg,1
data_given\Dog\4398.jpg,1
data_given\Cat\606.jpg,0
data_given\Dog\2777.jpg,1
data_given\Cat\3570.jpg,0
data_given\Cat\4659.jpg,0
data_given\Dog\4333.jpg,1
data_given\Dog\5854.jpg,1
data_given\Cat\12468.jpg,0
data_given\Cat\8852.jpg,0
data_given\Cat\1222.jpg,0
data_given\Cat\1639.jpg,0
data_given\Dog\5617.jpg,1
data_given\Cat\12354.jpg,0
data_given\Cat\5741.jpg,0
data_given\Cat\2645.jpg,0
data_given\Cat\7484.jpg,0
data_given\Cat\11019.jpg,0
data_given\Dog\2158.jpg,1
data_given\Dog\5172.jpg,1
data_given\Cat\2358.jpg,0
data_given\Cat\11437.jpg,0
data_given\Cat\1281.jpg,0
data_given\Dog\4993.jpg,1
data_given\Dog\1078.jpg,1
data_given\Cat\6233.jpg,0
data_given\Cat\4606.jpg,0
data_given\Cat\9664.jpg,0
data_given\Cat\3594.jpg,0
data_given\Dog\8502.jpg,1
data_given\Cat\3946.jpg,0
data_given\Dog\10893.jpg,1
data_given\Dog\8901.jpg,1
data_given\Cat\1727.jpg,0
data_given\Dog\10054.jpg,1
data_given\Cat\3406.jpg,0
data_given\Dog\10047.jpg,1
data_given\Dog\2348.jpg,1
data_given\Cat\6100.jpg,0
data_given\Cat\2942.jpg,0
data_given\Dog\3640.jpg,1
data_given\Cat\2426.jpg,0
data_given\Dog\2876.jpg,1
data_given\Cat\8580.jpg,0
data_given\Cat\3620.jpg,0
data_given\Dog\3345.jpg,1
data_given\Dog\4096.jpg,1
data_given\Cat\651.jpg,0
data_given\Dog\7515.jpg,1
data_given\Dog\2539.jpg,1
data_given\Dog\4724.jpg,1
data_given\Cat\9107.jpg,0
data_given\Cat\12408.jpg,0
data_given\Cat\10886.jpg,0
data_given\Cat\7403.jpg,0
data_given\Cat\9512.jpg,0
data_given\Cat\5096.jpg,0
data_given\Dog\1632.jpg,1
data_given\Cat\10479.jpg,0
data_given\Cat\6735.jpg,0
data_given\Dog\8096.jpg,1
data_given\Dog\12194.jpg,1
data_given\Cat\5869.jpg,0
data_given\Cat\8933.jpg,0
data_given\Dog\11919.jpg,1
data_given\Cat\5329.jpg,0
data_given\Dog\3042.jpg,1
data_given\Cat\497.jpg,0
data_given\Cat\11987.jpg,0
data_given\Dog\6095.jpg,1
data_given\Dog\8308.jpg,1
data_given\Dog\11401.jpg,1
data_given\Dog\3707.jpg,1
data_given\Dog\943.jpg,1
data_given\Dog\892.jpg,1
data_given\Dog\1404.jpg,1
data_given\Dog\1282.jpg,1
data_given\Dog\4487.jpg,1
data_given\Cat\1301.jpg,0
data_given\Dog\2974.jpg,1
data_given\Dog\2328.jpg,1
data_given\Dog\1113.jpg,1
data_given\Dog\12097.jpg,1
data_given\Dog\4006.jpg,1
data_given\Cat\8323.jpg,0
data_given\Cat\11008.jpg,0
data_given\Dog\7324.jpg,1
data_given\Cat\5395.jpg,0
data_given\Cat\11865.jpg,0
data_given\Cat\12394.jpg,0
data_given\Dog\6696.jpg,1
data_given\Cat\11037.jpg,0
data_given\Dog\4617.jpg,1
data_given\Dog\9619.jpg,1
data_given\Dog\11420.jpg,1
data_given\Cat\9112.jpg,0
data_given\Cat\6324.jpg,0
data_given\Dog\7500.jpg,1
data_given\Dog\4152.jpg,1
data_given\Dog\12367.jpg,1
data_given\Cat\4422.jpg,0
data_given\Dog\2708.jpg,1
data_given\Dog\5790.jpg,1
data_given\Dog\9737.jpg,1
data_given\Dog\7312.jpg,1
data_given\Dog\4193.jpg,1
data_given\Cat\7095.jpg,0
data_given\Dog\3126.jpg,1
data_given\Cat\7002.jpg,0
data_given\Cat\5821.jpg,0
data_given\Cat\11346.jpg,0
data_given\Dog\11737.jpg,1
data_given\Dog\10533.jpg,1
data_given\Dog\3157.jpg,1
data_given\Cat\10884.jpg,0
data_given\Dog\8582.jpg,1
data_given\Dog\5126.jpg,1
data_given\Cat\4405.jpg,0
data_given\Dog\4123.jpg,1
data_given\Dog\6984.jpg,1
data_given\Cat\11183.jpg,0
data_given\Dog\890.jpg,1
data_given\Dog\8795.jpg,1
data_given\Dog\3983.jpg,1
data_given\Cat\4609.jpg,0
data_given\Dog\10004.jpg,1
data_given\Dog\925.jpg,1
data_given\Cat\1688.jpg,0
data_given\Dog\1286.jpg,1
data_given\Dog\12485.jpg,1
data_given\Dog\11054.jpg,1
data_given\Dog\2898.jpg,1
data_given\Dog\6837.jpg,1
data_given\Dog\12150.jpg,1
data_given\Cat\9738.jpg,0
data_given\Dog\7246.jpg,1
data_given\Dog\9055.jpg,1
data_given\Cat\4133.jpg,0
data_given\Cat\2858.jpg,0
data_given\Dog\6748.jpg,1
data_given\Dog\8595.jpg,1
data_given\Dog\2190.jpg,1
data_given\Cat\11547.jpg,0
data_given\Dog\7250.jpg,1
data_given\Dog\11963.jpg,1
data_given\Cat\12216.jpg,0
data_given\Dog\3440.jpg,1
data_given\Dog\11709.jpg,1
data_given\Cat\12005.jpg,0
data_given\Cat\3279.jpg,0
data_given\Cat\68.jpg,0
data_given\Cat\6982.jpg,0
data_given\Cat\7369.jpg,0
data_given\Cat\8949.jpg,0
data_given\Dog\870.jpg,1
data_given\Cat\10735.jpg,0
data_given\Cat\5698.jpg,0
data_given\Cat\11459.jpg,0
data_given\Cat\6977.jpg,0
data_given\Dog\11571.jpg,1
data_given\Dog\7418.jpg,1
data_given\Cat\4172.jpg,0
data_given\Dog\4879.jpg,1
data_given\Cat\8523.jpg,0
data_given\Cat\2922.jpg,0
data_given\Cat\4070.jpg,0
data_given\Cat\5359.jpg,0
data_given\Dog\2839.jpg,1
data_given\Dog\849.jpg,1
data_given\Dog\1495.jpg,1
data_given\Cat\9976.jpg,0
data_given\Dog\11466.jpg,1
data_given\Dog\7264.jpg,1
data_given\Cat\10880.jpg,0
data_given\Dog\9600.jpg,1
data_given\Cat\6938.jpg,0
data_given\Dog\1834.jpg,1
data_given\Cat\984.jpg,0
data_given\Dog\9521.jpg,1
data_given\Dog\9969.jpg,1
data_given\Dog\9263.jpg,1
data_given\Cat\7485.jpg,0
data_given\Dog\848.jpg,1
data_given\Dog\6991.jpg,1
data_given\Dog\10525.jpg,1
data_given\Dog\10333.jpg,1
data_given\Dog\6454.jpg,1
data_given\Dog\4228.jpg,1
data_given\Dog\10460.jpg,1
data_given\Cat\6037.jpg,0
data_given\Dog\3718.jpg,1
data_given\Dog\3433.jpg,1
data_given\Dog\10570.jpg,1
data_given\Dog\4638.jpg,1
data_given\Dog\5025.jpg,1
data_given\Dog\8191.jpg,1
data_given\Dog\12488.jpg,1
data_given\Cat\4507.jpg,0
data_given\Cat\10100.jpg,0
data_given\Cat\1394.jpg,0
data_given\Dog\8818.jpg,1
data_given\Dog\7453.jpg,1
data_given\Cat\9376.jpg,0
data_given\Cat\5514.jpg,0
data_given\Cat\6985.jpg,0
data_given\Dog\2066.jpg,1
data_given\Cat\3988.jpg,0
data_given\Dog\12369.jpg,1
data_given\Dog\10400.jpg,1
data_given\Cat\5762.jpg,0
data_given\Dog\10954.jpg,1
data_given\Dog\2815.jpg,1
data_given\Dog\3917.jpg,1
data_given\Cat\2578.jpg,0
data_given\Dog\6395.jpg,1
data_given\Dog\10281.jpg,1
data_given\Dog\7819.jpg,1
data_given\Cat\787.jpg,0
data_given\Dog\5722.jpg,1
data_given\Dog\8642.jpg,1
data_given\Dog\1051.jpg,1
data_given\Dog\3740.jpg,1
data_given\Dog\9236.jpg,1
data_given\Dog\7788.jpg,1
data_given\Dog\4209.jpg,1
data_given\Cat\7036.jpg,0
data_given\Cat\10559.jpg,0
data_given\Cat\6680.jpg,0
data_given\Cat\804.jpg,0
data_given\Cat\3347.jpg,0
data_given\Dog\6998.jpg,1
data_given\Cat\5661.jpg,0
data_given\Dog\4168.jpg,1
data_given\Cat\9006.jpg,0
data_given\Dog\9294.jpg,1
data_given\Cat\4797.jpg,0
data_given\Cat\1108.jpg,0
data_given\Dog\9821.jpg,1
data_given\Dog\5134.jpg,1
data_given\Cat\9185.jpg,0
data_given\Cat\9836.jpg,0
data_given\Dog\9288.jpg,1
data_given\Dog\7997.jpg,1
data_given\Dog\10099.jpg,1
data_given\Cat\8127.jpg,0
data_given\Dog\1521.jpg,1
data_given\Dog\7928.jpg,1
data_given\Cat\7082.jpg,0
data_given\Dog\7810.jpg,1
data_given\Cat\8505.jpg,0
data_given\Cat\673.jpg,0
data_given\Cat\7866.jpg,0
data_given\Dog\7078.jpg,1
data_given\Dog\4012.jpg,1
data_given\Cat\8790.jpg,0
data_given\Cat\1011.jpg,0
data_given\Cat\2356.jpg,0
data_given\Dog\1753.jpg,1
data_given\Cat\8153.jpg,0
data_given\Cat\7360.jpg,0
data_given\Cat\3428.jpg,0
data_given\Dog\1125.jpg,1
data_given\Cat\11836.jpg,0
data_given\Cat\5459.jpg,0
data_given\Cat\12402.jpg,0
data_given\Dog\4407.jpg,1
data_given\Cat\4988.jpg,0
data_given\Cat\8095.jpg,0
data_given\Cat\8733.jpg,0
data_given\Dog\10390.jpg,1
data_given\Cat\10189.jpg,0
data_given\Cat\454.jpg,0
data_given\Cat\9306.jpg,0
data_given\Dog\11292.jpg,1
data_given\Dog\7081.jpg,1
data_given\Dog\4608.jpg,1
data_given\Cat\937.jpg,0
data_given\Cat\2375.jpg,0
data_given\Cat\6896.jpg,0
data_given\Dog\4095.jpg,1
